"wmon","fmisid","station_name","lon","lat","elev"
10471,116056,"Leipzig-Holzhausen",12.44611,51.315,138
10474,116057,"Wittenberg",12.64639,51.89028,106
10476,116058,"Holzdorf (Flugplatz)",13.16833,51.76861,102
10488,116060,"Dresden-Klotzsche",13.75611,51.12917,232
10490,116061,"Doberlug-Kirchhain",13.57472,51.645,98
10496,116062,"Cottbus",14.31694,51.77611,70
10499,116063,"Goerlitz",14.95306,51.16333,240
10500,116064,"Geilenkirchen (Flugp",6.03917,50.95917,76
10502,116066,"Noervenich (Flugplat",6.65944,50.82889,134
10505,116068,"Bonn-Hangelar",6.02417,50.79806,233
10506,116069,"Nuerburg-Barweiler",6.87028,50.36111,488
10519,116076,"Bonn-Roleber",7.19389,50.73639,160
10526,116078,"Marienberg, Bad",7.96028,50.66194,547
10532,116080,"Giessen/Wettenberg",8.645,50.60306,205
10542,116082,"Hersfeld, Bad",9.73861,50.85306,271
10544,116083,"Wasserkuppe",9.94389,50.49778,925
10548,116084,"Meiningen",10.37722,50.56111,453
10552,116085,"Schmuecke",10.76944,50.65444,939
10554,116086,"Erfurt-Bindersleben",10.96306,50.98472,322
10557,116088,"Neuhaus Am Rennweg",11.13583,50.50139,851
10564,116090,"Schleiz",11.80417,50.56778,502
10565,116091,"Osterfeld",11.92917,51.08722,246
10567,116092,"Gera-Leumnitz",12.13,50.88222,312
10569,116093,"Plauen",12.13,50.48194,389
10574,116095,"Carlsfeld",12.61139,50.43111,899
10577,116097,"Chemnitz",12.87361,50.7925,420
10578,116098,"Fichtelberg",12.95528,50.42944,1215
10579,116099,"Marienberg",13.14694,50.65111,640
10582,116100,"Zinnwald-Georgenfeld",13.75306,50.73278,882
10591,116101,"Lichtenhain-Mittelnd",14.20917,50.93833,319
11438,116379,"Tusimice",13.32806,50.37667,326
11464,116381,"Milesovka",13.93083,50.555,843
11502,116383,"Usti Nad Labem",14.04111,50.68333,379
11509,116384,"Doksany",14.17,50.45889,160
11603,116391,"Liberec",15.02389,50.76972,401
11643,116395,"Pec Pod Snezkou",15.72889,50.69194,821
12100,116437,"Kolobrzeg",15.58056,54.18278,5
12105,116438,"Koszalin",16.15528,54.20444,35
12115,116439,"Ustka",16.85417,54.58833,11
12120,116440,"Leba",17.53472,54.75361,6
12125,116441,"Lebork",17.75694,54.55306,41
12135,116442,"Hel",18.81194,54.60361,3
12160,116446,"Elblag",19.54306,54.22306,185
12185,116447,"Ketrzyn",21.36944,54.06833,110
12195,116448,"Suwalki",22.94889,54.13083,185
12200,116449,"Swinoujscie",14.24222,53.92333,5
12205,116450,"Szczecin",14.62278,53.39528,7
12210,116452,"Resko",15.41472,53.77167,56
12215,116453,"Szczecinek",16.74667,53.71472,142
12230,116454,"Pila",16.74833,53.13111,73
12235,116455,"Chojnice",17.5325,53.71528,172
12250,116456,"Torun",18.59528,53.04222,72
12270,116457,"Mlawa",20.36111,53.10417,149
12272,116458,"Olsztyn",20.42278,53.77111,137
12280,116459,"Mikolajki",21.58861,53.78917,128
12285,116460,"Ostroleka",21.53528,53.0675,94
12295,116461,"Bialystok",23.17222,53.10833,150
12300,116462,"Gorzow Wlkp",15.27722,52.74111,73
12310,116463,"Slubice",14.59389,52.34861,24
12330,116464,"Poznan",16.83472,52.41667,88
12360,116466,"Plock",19.72583,52.58833,109
12375,116469,"Warszawa-Okecie",20.96111,52.16278,106
12385,116470,"Siedlce",22.24472,52.18111,155
12399,116471,"Terespol",23.62194,52.07861,137
12400,116472,"Zielona Gora",15.52444,51.93028,192
12415,116473,"Legnica",16.2075,51.19306,124
12418,116474,"Leszno",16.53472,51.83583,93
12424,116475,"Wroclaw Ii",16.9,51.10333,121
12455,116478,"Wielun",18.55778,51.21111,201
12465,116479,"Lodz",19.39944,51.72333,190
12469,116480,"Sulejow",19.86639,51.35333,189
12488,116482,"Kozienice",21.54361,51.56472,126
12495,116484,"Lublin Radawiec",22.39306,51.21667,240
12497,116485,"Wlodawa",23.52944,51.55333,179
12500,116486,"Jelenia Gora",15.78889,50.90028,343
12510,116487,"Sniezka",15.73944,50.73611,1613
12520,116488,"Klodzko",16.61417,50.43694,357
12530,116489,"Opole",17.96889,50.62694,163
12550,116491,"Czestochowa",19.0925,50.8125,295
12570,116495,"Kielce-Sukow",20.69222,50.81028,261
12585,116498,"Sandomierz",21.71583,50.69667,219
12595,116499,"Zamosc",23.20639,50.69778,213
22028,117195,"Teriberka",35.10694,69.20222,30
22106,117196,"Padun",31.80389,68.60833,63
22113,117197,"Murmansk",33.11667,68.98333,121
22127,117199,"Lovozero",35.03083,68.00389,162
22212,117201,"Moncegorsk",32.92417,67.94222,132
22217,117202,"Kandalaksha",32.35417,67.16917,25
22235,117203,"Krasnoscel'E",37.05083,67.35056,157
22312,117208,"Kovda",32.88472,66.68722,18
22324,117210,"Umba",34.34972,66.68056,40
22349,117211,"Pjalica",39.52389,66.18889,9
22408,117213,"Kalevala",31.15,65.21667,120
22438,117215,"Zizgin",36.81667,65.2,17
22446,117216,"Zimnegorskij Majak",39.73333,65.46667,77
22525,117223,"Raznavolok",34.91667,64.56667,9
22529,117224,"Kolezma",35.88333,64.23333,5
22602,117232,"Reboly",30.81667,63.83333,182
22619,117233,"Padany",33.41667,63.26667,130
22621,117234,"Segeza",34.28333,63.76667,112
22648,117236,"Turcasovo",39.23333,63.11667,36
22721,117241,"Medvezegorsk",34.43333,62.91667,81
22727,117243,"Kondopoga",34.3,62.16667,38
22802,117249,"Sortavala",30.71667,61.71667,19
22820,117251,"Petrozavodsk",34.26667,61.81667,111
22831,117252,"Pudoz",36.58333,61.8,48
22837,117254,"Vytegra",36.45944,61.01694,56
22845,117255,"Kargopol'",38.93472,61.50667,126
22892,117259,"Vyborg",28.73333,60.71667,13
22912,117260,"Olonec",32.98333,60.98333,12
22913,117261,"Lodejnoe Pole",33.55,60.71667,23
22917,117263,"Novaja Ladoga",32.31667,60.11667,9
22925,117264,"Vinnicy",34.78333,60.63333,111
22939,117265,"Belozersk",37.75917,60.02028,131
26029,117365,"Pakri",24.04,59.38944,24
26038,117366,"Tallinn-Harku",24.60278,59.39806,34
26045,117367,"Kunda",26.54139,59.52139,4
26046,117368,"Johvi",27.39833,59.32889,74
26059,117370,"Kingisepp",28.6,59.36667,19
26069,117372,"Belogorka",30.13333,59.35,90
26072,117373,"Petrokrepost'",31,59.93333,16
26078,117374,"Ljuban'",31.23333,59.35,39
26094,117376,"Tihvin",33.55,59.65,61
26099,117377,"Efimovskaja",34.7,59.5,176
26115,117378,"Ristna",22.06639,58.92083,8
26124,117380,"Laane-Nigula",23.81556,58.95111,25
26128,117381,"Virtsu",23.51361,58.57278,4
26134,117382,"Kuusiku",24.73389,58.97306,54
26135,117383,"Turi",25.40917,58.80861,62
26141,117384,"Vaike-Maarja",26.23083,59.14139,122
26144,117385,"Jogeva",26.415,58.74972,72
26145,117386,"Tilrikoja",26.95222,58.86528,34
26157,117387,"Gdov",27.83333,58.73333,41
26167,117388,"Nikolaevskoe",29.8,58.56667,91
26179,117389,"Novgorod",31.25,58.51667,24
26214,117391,"Vilsandi",21.81417,58.38278,7
26218,117393,"Sorve",22.05806,57.91361,4
26226,117394,"Kihnu",23.97028,58.09861,4
26229,117395,"Ainazi",24.36583,57.86778,8
26233,117397,"Viljandi",25.60028,58.37778,88
26247,117400,"Valga",26.0375,57.79,66
26249,117401,"Voru",27.01944,57.84611,84
26258,117402,"Pskov",28.33333,57.81667,44
26268,117404,"Dno",29.95,57.81667,65
26275,117405,"Staraya Russa",31.31667,58.01667,25
26285,117407,"Krestcy",32.53333,58.26667,63
26291,117409,"Borovici",33.9,58.41667,89
26298,117410,"Bologoe",34.03333,57.88333,187
26313,117411,"Kolka",22.58972,57.74694,6
26314,117412,"Ventspils",21.53722,57.39556,3
26318,117413,"Stende",22.55083,57.18333,81
26324,117414,"Mersrags",23.11306,57.33333,6
26326,117415,"Skulte",24.41222,57.30056,9
26335,117416,"Priekuli",25.33861,57.31583,123
26339,117417,"Zoseni",25.90556,57.135,189
26346,117418,"Aluksne",27.03528,57.43944,198
26348,117419,"Gulbene",26.71889,57.13222,142
26359,117420,"Puskinskie Gory",28.9,57.01667,108
26378,117421,"Holm",31.18333,57.15,71
26381,117422,"Demjansk",32.46667,57.65,61
26389,117423,"Ostaskov",33.1,57.11667,214
26393,117424,"Vysnij Volocek",34.55,57.53333,169
26403,117425,"Pavilosta",21.18944,56.88833,9
26406,117426,"Liepaja",21.02056,56.47528,5
26416,117427,"Saldus",22.50361,56.67528,114
26424,117429,"Dobele",23.31972,56.62,43
26425,117430,"Jelgava",23.7375,56.6775,6
26429,117431,"Bauska",24.18278,56.41583,31
26435,117432,"Skriveri",25.12833,56.6425,81
26436,117433,"Zilani",25.91833,56.52,108
26446,117434,"Rezekne",27.28056,56.54472,158
26477,117435,"Velikie Luki",30.61667,56.35,103
26499,117436,"Staritsa",34.91667,56.48333,185
26509,117438,"Klaipeda",21.09167,55.73139,7
26515,117439,"Telsiai",22.25667,55.99111,152
26529,117442,"Panevezys",24.41722,55.73528,58
26544,117444,"Daugavpils",26.65917,55.93417,125
26547,117445,"Dukstas",26.31611,55.51778,168
26554,117447,"Verhnedvinsk",27.94,55.82083,132
26585,117448,"Belyj",32.93333,55.83333,222
26600,117449,"Silute",21.44694,55.35222,5
26621,117452,"Raseiniai",23.14972,55.39444,110
26634,117455,"Ukmerge",24.76028,55.26417,73
26643,117456,"Sharcovschina",27.45667,55.36306,131
26645,117457,"Lyntupy",26.30694,55.04889,212
26653,117458,"Polotsk",28.75167,55.47472,133
26657,117459,"Dokshitsy",27.76056,54.88722,193
26659,117460,"Lepel",28.70472,54.88,174
26666,117461,"Vitebsk",30.24917,55.25278,176
26695,117463,"Vjaz'Ma",34.4,55.16667,251
26702,117464,"Kaliningrad",20.55833,54.72639,21
26737,117469,"Varena",24.55167,54.24833,111
26759,117470,"Borisov",28.49778,54.26556,189
26763,117471,"Orsha",30.44389,54.50278,185
26774,117472,"Gorki",30.94389,54.30389,205
26781,117473,"Smolensk",32.06667,54.75,238
26795,117474,"Spas-Demensk",34.01667,54.41667,238
26825,117475,"Grodno",24.05556,53.60222,149
26832,117476,"Lida",25.32333,53.90222,157
26850,117477,"Minsk",27.63528,53.92861,224
26853,117478,"Berezino",28.99778,53.82833,154
26855,117479,"Mariyna Gorka",28.14111,53.49167,177
26863,117480,"Mogilev",30.09611,53.95556,193
26864,117481,"Klichev",29.31194,53.49444,155
26878,117482,"Slavgorod",31.00361,53.45111,170
26887,117484,"Kostuckovichi",32.07111,53.35861,167
26894,117485,"Zukovka",33.75,53.53333,177
26898,117486,"Brjansk",34.31667,53.25,216
26941,117487,"Baranovichi",25.97194,53.13194,193
26951,117488,"Slutsk",27.55194,53.05333,162
26961,117489,"Bobruisk",29.12694,53.20861,156
26966,117490,"Zhlobin",30.04361,52.89417,142
26976,117491,"Krasnaja Gora",31.6,53.01667,148
26997,117492,"Trubchevsk",33.76667,52.58333,178
27008,117493,"Babaevo",35.91139,59.40417,137
27108,117500,"Ohony",35.63333,58.56667,147
27113,117501,"Cerepovec",38.01861,59.28083,117
27208,117503,"Maksatikha",35.9,57.8,142
27225,117504,"Rybinsk",38.68333,58.1,105
27316,117512,"Kasin",37.56667,57.33333,138
27321,117513,"Uglic",38.3,57.5,122
27329,117514,"Rostov",39.41667,57.2,101
27417,117525,"Klin",36.75,56.35,167
27507,117536,"Gagarin",35.03333,55.51667,196
27511,117538,"Novo-Jerusalim",36.81667,55.9,163
27523,117539,"Pavlovskij Posad",38.68333,55.76667,132
27606,117547,"Malojaroslavec",36.48333,55.01667,197
27611,117548,"Naro-Fominsk",36.7,55.38333,193
27627,117552,"Kasira",38.15,54.83333,221
27707,117560,"Suhinichi",35.35,54.1,238
27817,117572,"Mcensk",36.53333,53.38333,201
27821,117573,"Uzlovaja",38.13333,54,231
27823,117574,"Pavelets",39.25,53.78333,209
27906,117581,"Orel",36,52.93333,196
27928,117583,"Elec",38.51667,52.63333,167
27930,117584,"Lipeck",39.51667,52.7,177
33008,118029,"Brest",23.68583,52.11667,146
33019,118030,"Pinsk",26.11194,52.12222,142
33027,118031,"Zhitckovichi",27.86944,52.21389,137
33036,118032,"Mozyr",29.19222,52.03639,190
33038,118033,"Vasilevichi",29.84056,52.25194,142
33041,118034,"Gomel",30.96306,52.40194,126
33049,118035,"Semenovka",32.58333,52.18333,161
33058,118036,"Druzhba",33.95,52.05,190
33088,118037,"Sarny",26.61667,51.28333,156
33124,118038,"Bragin",30.2475,51.79667,116
33135,118039,"Chernihiv",31.25,51.46667,141
33173,118040,"Kovel'",24.68333,51.21667,174
33177,118041,"Volodymyr-Volyns'Kyi",24.31667,50.83333,194
33187,118042,"Luts'K",25.5,50.7,232
33213,118043,"Ovruch",28.78333,51.31667,170
33228,118044,"Teteriv",29.58333,50.7,132
33231,118045,"Chornobyl'",30.23333,51.28333,127
33246,118046,"Nizhyn",31.9,51.05,126
33261,118047,"Konotop",33.2,51.23333,149
33268,118048,"Romny",33.45,50.76667,169
33275,118049,"Sumy",34.66667,50.85,181
33301,118052,"Rivne",26.13333,50.58333,231
33312,118053,"Novohrad-Volyns'Kyi",27.63333,50.6,218
33345,118056,"Kiev",30.56667,50.4,167
33362,118059,"Priluky",32.38333,50.58333,133
33376,118060,"Hadiach",33.98333,50.36667,154
34003,118129,"Ponyri",36.3,52.31667,251
34009,118130,"Kursk",36.16667,51.76667,247
34013,118131,"Livny",37.6,52.43333,179
34109,118140,"Obojan'",36.31667,51.2,192
34202,118151,"Gotnja",35.76667,50.8,226
34231,118154,"Liski",39.5,51,115
34110,125493,"Bogoroditskoe-Fenino",37.35,51.16667,226
10282,125949,"Feldberg/Mecklenburg",13.4175,53.3175,116
26238,125975,"Ruijena",25.37167,57.88667,69
26447,125976,"Madona",26.2375,56.84806,133
10309,125983,"Ahaus",6.94083,52.08139,47
10442,126047,"Alfeld",9.80722,51.96444,145
10540,126048,"Eisenach",10.36222,51.00083,314
11669,126056,"Polom",16.32222,50.35028,747
22520,126066,"Kem' - Port",34.8,64.98333,8
10516,126250,"Koblenz (Falkenstein-Kaserne)",7.57917,50.37111,98
10534,126251,"Hoherodskopf/Vogelsb",9.22472,50.50861,744
11653,126426,"Snezka",15.74028,50.73583,1602
10495,126581,"Hoyerswerda",14.25306,51.44917,116
26058,126583,"Narva-Joesuu",28.10944,59.38944,30
26227,126585,"Ruhnu",23.25889,57.78333,3
26231,126586,"Parnu-Sauga",24.46972,58.41972,13
26242,126587,"Tartu-Toravere",26.46139,58.26389,72
10424,126697,"Werl",7.88778,51.57639,86
12001,126726,"Petrobaltic Beta",18.1825,55.48083,46
2883,126736,"Kajaani Petäisenniska",27.75194,64.21678,160
2890,126737,"Utsjoki Kevo Kevojärvi",27.012,69.757,76
1364,126742,"Filefjell",8.1125,61.17778,955
1078,126780,"Slettnes Fyr",28.21778,71.08389,8
1359,126781,"Geilo-Oldebraten",8.19472,60.53,774
10312,126832,"Belm",8.16944,52.31694,104
6439,126849,"Sint-Katelijne-Waver",4.52472,51.075,11
NA,126861,"st101 Vallikallio R",24.82519,60.22653,24
NA,126863,"st101 Mestarintunneli R",24.81843,60.22257,24
NA,127166,"vt5 Loikkala Opt",27.94715,64.28899,145
NA,127167,"vt5 Nuottijärvi Opt",27.52454,64.1627,163
10537,127420,"Neu-Ulrichstein",9.0225,50.75167,352
1315,127595,"Evanger",6.11056,60.64694,17
NA,127836,"vt23 Mustinsalo R",28.15451,62.37457,134
1192,127852,"Straumsnes",17.66222,68.43194,200
NA,127859,"vt23 Lamminpää K",28.46415,62.52406,100
22249,128191,"Kanewka",39.66639,67.12806,151
22717,128193,"Suojarwi",32.38333,62.1,156
22012,128194,"Cyp",33.09278,69.72139,11
22891,128195,"Sosnowo",30.31667,60.55,70
26067,128196,"Wolosowo",29.5,59.43333,129
22805,128198,"Walaam",30.88333,61.36667,16
22305,128220,"Zasheek",31.11667,66.25,119
22897,128222,"Ozerki",29,60.21667,11
22413,128223,"Engozero",33.93333,65.78333,80
22213,128225,"Apatity",33.36222,67.55083,134
22101,128228,"Janiskoski",28.78111,68.97056,101
22100,128229,"Werhow",28.92722,68.54639,115
22829,128230,"Woznesen",35.48333,61.01667,41
1414,129631,"Rover",5.07806,59.43806,25
1441,129681,"Hovden-Lundane",7.41,59.595,836
10028,129725,"Sankt Peter-Ording",8.60278,54.32778,11
1298,129777,"Nordli-Holand",13.71778,64.44556,433
2888,129963,"Inari Seitalaassa",27.75679,69.04851,120
6203,130043,"Platform P11-B",3.34167,52.36,24
1198,130076,"Dividalen Ii",19.70167,68.78167,204
2230,130143,"Gubbhogen",15.55639,64.21833,310
2110,130156,"Gielas",15.06889,65.32806,577
2044,130476,"Kiruna Airport",20.34,67.82278,447
6494,130712,"Mont Rigi",6.07333,50.51083,673
10139,130822,"Bremervoerde",9.13889,53.445,12
10365,130936,"Genthin",12.16,52.3875,38
1148,131345,"Storforshei",14.53056,66.39611,110
10520,131398,"Andernach",7.42028,50.42361,76
27037,131523,"Vologda",39.92556,59.31833,130
1146,132070,"Skamdal",13.89667,66.23472,5
1444,132071,"Valle",7.53278,59.20167,302
1489,132072,"Bjoernholt",10.68778,60.05139,360
1086,132073,"Baatsfjord Lufthavn",29.7,70.60278,152
1099,132074,"Vardoe Lufthavn",31.04389,70.35444,12
1220,132075,"Mannen",7.77028,62.45556,1294
1362,132076,"Juvvasshoe",8.37278,61.67778,1894
1358,132077,"Hemsedal",8.59306,60.85472,604
1466,132078,"Kjeller",11.03833,59.97083,109
1139,132079,"Vaeroey Heliport",12.72278,67.65278,4
1463,132080,"Aas",10.78194,59.66056,89
1381,132081,"Oestre Toten",10.86833,60.70028,264
1044,132093,"Hasvik Lufthavn",22.14611,70.48611,6
1027,132094,"Tromsoe-Holt",18.90556,69.65222,20
1371,132095,"Loeken I Vollbu",9.06306,61.12194,521
1382,132096,"Kise Paa Hedmark",10.80556,60.77333,128
1342,132097,"Ullensvang",6.65389,60.31861,12
1387,132098,"Faavang",10.18556,61.455,200
1485,132099,"Sande-Galleberg",10.215,59.61944,60
1270,132101,"Kvithamar",10.87944,63.48806,40
1464,132102,"Landvik",8.5225,58.34,6
1250,132103,"Folldal_Fredheim",9.99472,62.12806,694
1413,132104,"Saerheim",5.65056,58.76056,87
1308,132105,"Fureneset",5.04444,61.29278,7
1272,132106,"Frosta",10.69389,63.56556,70
1084,132107,"Pasvik-Svanvik",30.04111,69.45528,27
1218,132117,"Tafjord",7.42167,62.23028,17
6447,132279,"Uccle-Ukkel",4.35806,50.79694,101
NA,132310,"Helsinki Kaivopuisto",24.95622,60.15363,2
1124,132437,"Kjobli I Snasa",12.46917,64.15861,195
2263,132670,"Fredrika",18.36556,64.07556,327
1144,132694,"Helligvaer Ii",13.89556,67.40472,24
1440,132829,"Blasjo",6.87333,59.34278,1105
1293,132908,"Meraker-Egge",11.7275,63.41139,170
1212,133878,"Ona Ii",6.53944,62.85944,15
1346,133956,"Midtstova",7.27694,60.65694,1162
26882,135014,"Roslavl'",32.83333,53.93333,224
26668,135464,"Senno",29.6875,54.80444,176
1135,135650,"Seljelia",13.58667,66.13167,124
1133,135652,"Laksfors",13.28917,65.62139,50
1417,135958,"Nedre Vats",5.75056,59.48389,65
22003,136077,"Vajda-Guba",31.97861,69.93611,8
1453,136586,"Hynnekleiv",8.41611,58.60056,162
1449,136587,"Gjerstad",9.02639,58.87,32
3482,136597,"Marham",0.56611,52.65139,21
22641,136606,"Onega",38.11667,63.9,13
1400,136748,"Ekofisk",3.21194,56.54667,52
10261,136909,"Seehausen",11.73056,52.89278,23
22541,136968,"Unskij",38.4,64.83333,5
27719,137151,"Tula",37.61667,54.23333,205
NA,137190,"Rovaniemi lentoasema AWOS",25.82208,66.56249,193
NA,137208,"Jyväskylä lentoasema AWOS",25.67533,62.40233,138
22004,137388,"Nikel'",30.20889,69.41028,92
26784,137896,"Pochinok",32.43333,54.41667,201
26479,137897,"Toropec",31.63333,56.48333,187
26578,137898,"Velizh",31.18333,55.61667,166
27215,137899,"Krasnyj",37.1,58.03333,167
27223,137902,"Poshehon'E",39.13333,58.48333,118
22429,137939,"Solovki",35.69583,65.03139,7
22749,137946,"Konevo",39.3,62.13333,101
22334,137948,"Kashkarantsy",36.01694,66.33694,4
22546,137949,"Severodvinsk",39.76556,64.55528,8
27106,137970,"Ustyuzhna",36.43333,58.85,125
26063,138028,"St.Petersburg",30.7,59.95,75
27612,138029,"Moskva",37.61667,55.83333,157
27402,138133,"Tver'",35.86667,56.88333,146
1493,140448,"Sarpsborg",11.11472,59.28556,57
27730,147469,"Ryazan'",39.7,54.63333,157
10480,148689,"Oschatz",13.09472,51.29722,150
34123,149189,"Voronez",39.21667,51.7,149
1314,149754,"Fossmark",5.72472,60.52056,10
26456,150128,"Opochka",28.71667,56.71667,99
2718,150168,"Puumala kirkonkylä",28.18491,61.52242,98
10210,150328,"Friesoythe-Altenoyth",7.90222,53.06444,7
6183,150730,"Drogden Fyr",12.71139,55.53639,14
1460,150948,"Gullholmen",10.57806,59.43528,14
6490,151008,"Spa (Aerodrome)",5.91,50.47861,477
NA,151028,"Helsinki Vuosaari satama",25.1959,60.20867,2
2997,151029,"Maarianhamina Länsisatama",19.9291,60.09136,2
2724,151048,"Lumparland Långnäs satama",20.29765,60.11584,10
2744,151049,"Tampere Tampella",23.76478,61.50124,91
1076,154010,"Tanabru",28.15861,70.21222,32
1082,154011,"Nyrud",29.24389,69.14694,56
10513,154068,"Koeln-Bonn",7.15861,50.86611,100
6019,154347,"Silstrup",8.64111,56.92917,41
6030,154761,"Flyvestation Aalborg",9.85056,57.09639,13
6120,155158,"Odense Lufthavn",10.33056,55.475,21
6032,155237,"Stenhoj",10.335,57.38278,56
6058,155248,"Hvide Sande",8.14111,56.00722,4
6180,155249,"Koebenhavns Lufthavn",12.64528,55.61417,5
6168,155250,"Nakkehoved Fyr",12.34222,56.11917,43
6074,155251,"Aarhus Lufthavn",10.13528,56.08028,55
6141,155252,"Abed",11.32889,54.8275,9
6174,155253,"Tessebolle",12.14917,55.39556,22
6096,155254,"Romo/Juvre",8.56,55.19056,9
6081,155255,"Blavandshuk Fyr",8.08278,55.5575,18
6070,155256,"Aarhus Lufthavn",10.62556,56.30833,23
6136,155257,"Tystofte",11.32833,55.24639,12
6079,155258,"Anholt Havn",11.50972,56.71694,4
6193,155260,"Hammer Odde Fyr",14.77194,55.29806,9
6124,155261,"Sydfyns Flyveplads",10.56944,55.01444,7
6031,155262,"Tylstrup",9.9525,57.18528,13
6049,155263,"Hald Vest",10.09278,56.56056,89
6147,155265,"Vindebek Kyst",12.18417,54.87889,5
6138,155266,"Lango",10.99389,54.82056,4
6052,155267,"Thyboron",8.215,56.70667,4
6151,155268,"Omo Fyr",11.13472,55.15917,3
6149,155269,"Gedser",11.94361,54.56861,5
6041,155270,"Skagen Fyr",10.63167,57.73639,5
6123,155271,"Assens/Toro",9.88833,55.24444,3
6156,155272,"Holbek Flyveplads",11.60333,55.73583,13
6060,155273,"Flyvestation Karup",9.11389,56.29333,53
6159,155274,"Rosnes Fyr",10.86944,55.74361,16
6110,155304,"Flyvestation Skrydst",9.26333,55.22528,47
6190,155305,"Bornholms Lufthavn",14.74944,55.06778,17
6170,155307,"Roskilde Lufthavn",12.13639,55.58694,43
6080,155308,"Esbjerg Lufthavn",8.56306,55.52806,29
6104,155311,"Billund Lufthavn",9.1675,55.73806,80
6126,155313,"Arslev",10.43972,55.30889,51
6056,155314,"Mejrup",8.67028,56.38306,55
6068,155315,"Isenvad",9.18111,56.09389,62
6188,155316,"Sjelsmark",12.41222,55.87639,41
6109,155317,"Askov",9.11222,55.47139,62
6082,155318,"Borris",8.62417,55.95917,25
6093,155319,"Vester Vedsted",8.655,55.29111,5
6065,155320,"Ars Syd",9.50667,56.75583,33
6135,155321,"Flakkebjerg",11.38806,55.32167,34
6154,155322,"Brandelev",11.86028,55.2075,46
6073,155323,"Sletterhage Fyr",10.51361,56.09556,6
6102,155324,"Horsens/Bygholm",9.78694,55.86806,24
6072,155325,"Odum",10.12722,56.30278,62
6119,155342,"Kegnes Fyr",9.98806,54.85278,19
27921,155668,"Efremov",38.11667,53.15,215
12155,155728,"Gdansk-Swibno",18.93444,54.33361,9
NA,156189,"kt73 Vieki K",29.62367,63.47481,99
NA,156193,"vt6 Kousa Opt",29.86784,61.97437,84
NA,156194,"kt67 Ilmajoki Opt",22.62676,62.74351,42
NA,156195,"st435 Sulkava K",28.31847,61.79936,91
NA,156196,"yt3495 Rautaharkko R",23.77428,61.47738,83
NA,156198,"vt8 Rauma Opt",21.58443,61.15717,20
NA,156200,"vt13 Perho Möttönen R",24.52229,63.16739,158
6197,360958,"Nexo Vest",15.09528,55.05583,25
26080,366754,"Kirishi",32.03333,59.45,26
10091,366993,"Arkona",13.43667,54.68167,42
12435,370762,"Kalisz",18.08194,51.78194,138
26524,370939,"Siauliai",23.33111,55.94222,107
26730,370949,"Vilnius",25.10694,54.62611,156
26629,370950,"Kaunas",23.83583,54.88389,77
26518,370951,"Laukuva",22.23944,55.60889,166
26633,372564,"Utena",25.58972,55.51528,106
26531,373476,"Birzai",24.77417,56.19306,62
NA,654910,"Espoo Kytö",24.7248,60.0576,0
2764,778135,"Kittilä Lompolonvuoma",24.20955,67.99746,270
2760,806428,"Kuusamo Ruka Talvijärvi",29.1364,66.1715,305
2986,852678,"Espoo Nuuksio",24.56788,60.29128,90
2985,874863,"Espoo Tapiola",24.78732,60.17802,6
NA,971523,"vt7 Loviisa Markkinamäki R",26.44029,60.4955,10
NA,971530,"vt7 Pyhtää Siltakylä R",26.70168,60.50013,2
NA,971643,"vt18 Nurmo Munakka K",22.78202,62.85146,41
